X,Y,LED1,LED2,LED3,LED4
3.6717,1.5399,0.00035092,6.78E-06,0.0030268,0.00066463
0.25666,3.3558,0.00044353,0.00015516,2.28E-05,0.00019382
0.36443,3.2621,0.00050313,0.0001584,2.70E-05,0.00020981
0.44264,2.6552,0.00098724,7.02E-05,4.07E-05,0.00018617
3.9918,3.5755,0.00010358,1.29E-05,0.00015374,0.027984
4.715,2.5241,0.00010228,5.03E-06,0.00039725,0.0016619
3.4186,2.44,0.00030735,1.39E-05,0.00047709,0.0016276
0.66041,2.4892,0.0013377,6.27E-05,5.31E-05,0.00020957
3.6136,4.6799,5.60E-05,1.72E-05,5.38E-05,0.0077812
0.55177,1.9464,0.0028872,3.18E-05,5.91E-05,0.00014539
0.58746,0.58573,0.0092724,8.87E-06,6.85E-05,4.99E-05
3.2036,1.2021,0.00059037,7.28E-06,0.0018348,0.00043395
1.6441,3.4245,0.00042965,0.00020262,6.61E-05,0.00069586
3.2691,4.1963,0.00010754,2.66E-05,7.83E-05,0.0085644
3.7457,4.8507,4.18E-05,1.45E-05,4.64E-05,0.0061604
2.9159,1.0758,0.00082179,7.82E-06,0.0010457,0.00035289
3.7002,3.8017,0.00010937,1.74E-05,0.00012147,0.037172
1.1741,2.9205,0.00080983,0.00013148,6.47E-05,0.0003842
3.6748,2.0148,0.00030202,9.06E-06,0.0010674,0.0010901
4.853,2.5502,8.91E-05,4.48E-06,0.00035306,0.0015574
4.3347,2.4782,0.00014482,6.85E-06,0.00051259,0.0019113
0.43117,3.2568,0.00051651,0.00017239,2.88E-05,0.00022264
1.8322,3.7185,0.00031019,0.00020298,6.06E-05,0.00090183
1.846,1.5098,0.0032229,1.82E-05,0.00021898,0.00028632
3.4251,0.44806,0.00044082,3.47E-06,0.0018656,0.00023405
2.9897,4.1298,0.00013304,3.63E-05,7.65E-05,0.004714
3.9468,1.9479,0.0002451,7.13E-06,0.0013829,0.0010482
1.8383,3.8765,0.00026966,0.00022247,5.41E-05,0.0009257
1.0301,0.89685,0.28899,1.21E-05,0.00010556,0.00010392
0.43333,0.54681,0.0060003,8.37E-06,5.92E-05,3.87E-05
3.8597,4.5258,5.36E-05,1.43E-05,6.33E-05,0.016712
1.0284,4.3818,0.00019487,0.0011135,2.00E-05,0.00040752
1.9414,4.999,9.66E-05,7.72E-05,2.12E-05,0.0007781
2.7589,4.3213,0.00012866,4.60E-05,5.97E-05,0.0028864
1.1448,0.18439,0.0048146,6.30E-06,0.00010335,5.62E-05
3.2097,2.7234,0.00030711,1.91E-05,0.00030513,0.0019899
2.4224,4.9881,8.27E-05,4.70E-05,2.81E-05,0.0012396
0.75923,2.555,0.0012625,7.10E-05,5.60E-05,0.0002343
3.9097,4.3676,5.97E-05,1.41E-05,7.33E-05,0.034784
0.50303,0.35111,0.0047126,7.10E-06,6.09E-05,3.19E-05
1.4703,4.9377,0.00011308,0.00013854,1.61E-05,0.00052377
1.1869,4.6136,0.00015713,0.00038647,1.82E-05,0.00045
2.6544,2.8213,0.00042727,3.28E-05,0.00019737,0.0013405
0.45749,2.1573,0.0019053,3.87E-05,5.07E-05,0.00015025
2.0266,1.6892,0.0020105,1.99E-05,0.00024712,0.00036328
0.52423,3.6036,0.00037914,0.00039929,2.47E-05,0.00025785
0.56142,0.068278,0.0029899,5.50E-06,5.98E-05,2.01E-05
3.9221,1.8703,0.00025666,6.94E-06,0.0016379,0.00096115
1.4579,4.6134,0.00015291,0.00026034,2.27E-05,0.00057692
3.0177,2.7324,0.00035138,2.26E-05,0.00026991,0.0017106
4.8221,2.3694,9.89E-05,4.26E-06,0.00044048,0.0013078
2.1624,2.4827,0.00080332,3.76E-05,0.00017785,0.00068846
3.4738,1.5449,0.00042166,7.79E-06,0.0020691,0.0006409
3.7905,4.7542,4.48E-05,1.44E-05,5.10E-05,0.0079891
2.1632,4.91,9.82E-05,6.62E-05,2.66E-05,0.0010068
3.2775,2.5678,0.00031985,1.67E-05,0.00037617,0.0017407
0.54878,4.9629,0.00011068,0.0001351,4.13E-06,0.00023332
4.6688,2.2792,0.0001176,4.69E-06,0.00055176,0.0012922
0.9373,2.1302,0.0025483,4.19E-05,7.76E-05,0.00022047
1.3309,1.0661,0.029477,1.38E-05,0.00014028,0.00014881
3.9892,0.96625,0.00027803,3.58E-06,1,0.00039579
2.438,4.1638,0.00016964,7.32E-05,5.95E-05,0.0018956
3.8448,3.6332,0.00011103,1.49E-05,0.00014457,0.030836
1.98,2.6487,0.00078001,5.09E-05,0.00013865,0.00066101
1.3647,4.1454,0.00023558,0.0010296,3.23E-05,0.00057229
0.18617,2.5594,0.00095274,5.24E-05,3.37E-05,0.00014185
3.3665,2.7598,0.00026786,1.71E-05,0.00031816,0.0023589
2.1478,1.0664,0.0024667,1.11E-05,0.00033377,0.00024614
2.2587,2.9391,0.00050288,5.22E-05,0.00013853,0.0010086
3.0493,0.71382,0.00068784,5.48E-06,0.0012381,0.00027059
0.29702,0.26112,0.0029788,6.29E-06,4.95E-05,1.74E-05
1.5791,3.4165,0.00044118,0.00022404,6.37E-05,0.00065221
3.8636,3.0428,0.00015822,1.27E-05,0.00026611,0.0052443
3.4822,1.0983,0.00044827,5.67E-06,0.0045416,0.00042419
0.62666,2.0314,0.0026529,3.56E-05,6.15E-05,0.00016247
0.65076,3.1495,0.00060992,0.00018349,3.74E-05,0.00026356
0.46176,2.7765,0.0008656,8.39E-05,3.90E-05,0.00019824
0.039101,0.6379,0.0030366,8.24E-06,4.12E-05,2.21E-05
2.1155,0.84599,0.0025655,9.36E-06,0.00031868,0.00020345
3.2779,0.0049971,0.00043016,2.47E-06,0.00076509,0.00015011
3.6146,2.0908,0.00030841,9.89E-06,0.00089635,0.0011694
2.656,2.4424,0.00056279,2.50E-05,0.00027166,0.00097598
0.54409,0.79934,0.013153,1.07E-05,6.73E-05,6.03E-05
3.1588,3.3342,0.0002148,2.66E-05,0.00016364,0.0040122
0.6325,0.089602,0.0033222,5.66E-06,6.41E-05,2.45E-05
0.67152,0.59838,0.011827,9.07E-06,7.41E-05,5.58E-05
0.49297,4.7606,0.00013272,0.00018176,6.05E-06,0.00023441
0.71014,4.8793,0.000122,0.00018243,7.11E-06,0.00027544
0.84126,0.15457,0.0044536,6.12E-06,7.85E-05,3.82E-05
0.98124,2.4694,0.0014715,6.51E-05,7.00E-05,0.00027048
1.5874,4.3136,0.00019563,0.0003502,3.27E-05,0.00069816
1.5821,1.2144,0.0085056,1.51E-05,0.00017767,0.00019656
1.0878,4.1714,0.00023532,0.0042503,2.56E-05,0.0004402
1.2552,4.068,0.00025571,0.0023125,3.17E-05,0.00051743
4.4646,3.1449,9.29E-05,7.76E-06,0.00022393,0.0049791
3.5161,0.011191,0.00034983,2.08E-06,0.00098026,0.00015774
2.7787,1.8986,0.00072086,1.55E-05,0.00048916,0.00066546
0.92217,4.522,0.00017153,0.0005811,1.56E-05,0.00036166
1.0602,3.4018,0.00048644,0.00044792,4.44E-05,0.00040293
0.38673,1.8941,0.0026434,2.86E-05,5.17E-05,0.00012187
4.569,3.1598,8.41E-05,7.11E-06,0.00021373,0.0045247
3.5336,1.2163,0.00042242,5.97E-06,0.0046472,0.00047722
2.7889,2.8571,0.00037968,2.97E-05,0.00020869,0.0015696
1.5671,4.9086,0.0001145,0.00013139,1.80E-05,0.00057734
0.83102,4.2484,0.00021872,0.0017223,1.90E-05,0.00034593
3.1125,1.4172,0.00062419,8.98E-06,0.0012478,0.00050925
4.9397,3.4123,4.96E-05,5.34E-06,0.00014651,0.0037798
0.85216,1.7906,0.0051089,2.85E-05,8.04E-05,0.00017012
1.289,4.9346,0.00011578,0.00016322,1.36E-05,0.00044737
1.984,0.41993,0.0023863,6.76E-06,0.00024688,0.0001323
0.36997,1.2515,0.0070734,1.54E-05,5.71E-05,7.63E-05
3.4205,4.0567,0.00010911,2.30E-05,9.18E-05,0.014769
2.0119,0.42212,0.002292,6.72E-06,0.00025445,0.00013466
4.9142,2.6563,8.01E-05,4.41E-06,0.00030382,0.0016689
2.0109,4.0031,0.00022873,0.00015564,5.43E-05,0.0011267
3.1034,3.6941,0.0001729,3.12E-05,0.000116,0.0053686
0.77185,0.70831,0.02334,1.01E-05,8.22E-05,6.97E-05
1.9067,2.1895,0.0013358,3.36E-05,0.00017212,0.00046973
0.80567,1.7519,0.005452,2.72E-05,7.80E-05,0.00016012
3.7906,2.3925,0.00023399,1.02E-05,0.00060403,0.0017669
4.3556,2.937,0.0001142,8.03E-06,0.00028859,0.0037936
1.7539,0.72903,0.0050644,9.44E-06,0.00021013,0.00015063
3.4277,4.5267,7.38E-05,2.14E-05,6.02E-05,0.0077533
1.4707,3.201,0.00056171,0.00017736,6.80E-05,0.00055121
2.6531,0.8147,0.0011222,7.29E-06,0.00065147,0.00025577
4.1621,2.8296,0.00014119,9.12E-06,0.00033996,0.0034609
2.9875,4.6581,8.57E-05,3.17E-05,4.79E-05,0.0031544
1.6766,3.9155,0.00027261,0.00034677,4.76E-05,0.00078273
1.4961,3.4284,0.0004457,0.00026547,5.97E-05,0.00060478
2.263,2.3311,0.00084958,3.05E-05,0.00021388,0.00066892
2.1132,1.3016,0.002413,1.37E-05,0.00030968,0.00028871
1.798,2.8463,0.00071123,7.42E-05,0.00010705,0.00063288
2.7916,1.2439,0.0009327,9.50E-06,0.00079694,0.00038673
3.7127,1.5965,0.0003335,6.84E-06,0.0027822,0.00070738
2.1217,4.554,0.00013753,9.60E-05,3.65E-05,0.0011436
2.1468,4.4261,0.00015238,0.0001019,4.14E-05,0.001231
0.62436,3.9729,0.00027476,0.0011507,2.01E-05,0.00028979
0.12217,4.629,0.00013839,0.00012849,3.18E-06,0.00017131
1.4509,0.8942,0.015548,1.16E-05,0.00015736,0.00014154
1.5876,2.5877,0.0010533,6.31E-05,0.00010662,0.00046498
3.2685,3.135,0.00022798,2.22E-05,0.00020651,0.0035768
4.7847,4.5659,1.62E-05,6.20E-06,5.55E-05,0.0049825
4.6787,3.3198,6.89E-05,6.68E-06,0.00017606,0.0050248
2.2894,1.946,0.001157,2.16E-05,0.00028204,0.0005152
1.2024,3.7,0.00036067,0.0011861,4.03E-05,0.00048361
3.8195,4.0882,8.10E-05,1.57E-05,9.43E-05,0.12091
3.7966,3.0017,0.0001702,1.32E-05,0.00027649,0.0046856
3.7032,0.42499,0.00033814,2.78E-06,0.0029055,0.00023817
3.7184,4.6118,5.52E-05,1.59E-05,5.79E-05,0.010645
0.5296,0.26799,0.0041712,6.60E-06,6.13E-05,2.89E-05
3.4078,2.6351,0.00027887,1.56E-05,0.00037415,0.0020634
2.3163,0.59427,0.0016546,7.02E-06,0.0003827,0.00018301
1.0608,1.9007,0.0040633,3.23E-05,9.35E-05,0.00021342
0.49259,4.0642,0.00024777,0.00062007,1.61E-05,0.00025683
4.1179,1.2205,0.00024517,3.92E-06,0.019659,0.00049976
0.87505,4.4221,0.00018745,0.00082669,1.66E-05,0.00035257
0.81785,3.5632,0.00041177,0.00070584,3.29E-05,0.00033412
3.3299,1.8907,0.00042937,1.07E-05,0.00093836,0.00085937
4.4719,1.2446,0.00017792,2.95E-06,0.0043238,0.00048929
2.5828,1.2643,0.001209,1.08E-05,0.00057283,0.00035804
3.5135,3.8362,0.00012101,2.09E-05,0.00011419,0.018669
0.76795,0.24931,0.0052964,6.66E-06,7.55E-05,4.00E-05
4.7673,3.4264,5.88E-05,6.29E-06,0.00015447,0.0050791
2.7044,3.1014,0.00033645,3.75E-05,0.00016108,0.0017816
3.3987,3.7334,0.00014023,2.31E-05,0.00012234,0.011185
0.18282,4.8863,0.00011107,0.00010156,1.05E-06,0.00017105
4.046,1.9196,0.00022718,6.50E-06,0.0014732,0.0010159
3.7431,1.301,0.00034272,5.50E-06,0.0076965,0.00053322
0.60094,4.3873,0.00018888,0.00049537,1.28E-05,0.00027671
2.6252,4.0305,0.00017342,5.72E-05,7.23E-05,0.0025268
1.6292,2.3056,0.0014573,4.40E-05,0.00012813,0.00041115
2.7322,0.45481,0.00090778,5.20E-06,0.00061301,0.00019384
1.9944,2.8213,0.00065424,6.02E-05,0.00012521,0.00074023
2.0755,0.93691,0.0028236,1.03E-05,0.00030631,0.000214
0.90369,2.6584,0.0011282,8.57E-05,6.01E-05,0.00027602
1.2769,1.7752,0.0047924,2.76E-05,0.00011767,0.0002323
0.10268,1.5739,0.00275,1.90E-05,4.25E-05,7.41E-05
4.6184,3.6337,5.85E-05,7.42E-06,0.0001335,0.0092235
3.2685,2.5789,0.00032003,1.69E-05,0.0003695,0.0017527
4.6631,3.9532,4.28E-05,7.28E-06,9.88E-05,0.01131
0.81756,1.0225,0.10012,1.35E-05,8.70E-05,9.65E-05
4.6055,3.3905,7.04E-05,7.24E-06,0.00016838,0.0063241
3.9733,0.26243,0.00025503,1.85E-06,0.0023155,0.00020776
2.887,4.0059,0.00015482,4.11E-05,8.20E-05,0.003939
2.2002,3.3928,0.00035402,8.23E-05,9.58E-05,0.0012194
1.2881,4.73,0.00014019,0.00025406,1.75E-05,0.00047787
3.7597,0.45779,0.00032359,2.75E-06,0.0034901,0.00024663
1.1433,4.5422,0.00016804,0.00050908,1.89E-05,0.00043967
0.32094,2.5498,0.0010467,5.68E-05,3.83E-05,0.00015998
3.8366,3.0745,0.0001585,1.31E-05,0.00025619,0.0055462
3.356,1.5804,0.00046735,8.61E-06,0.0015712,0.00064153
3.5761,0.38744,0.00037644,2.95E-06,0.0021558,0.00022679
3.2103,4.2531,0.00010645,2.81E-05,7.33E-05,0.0070698
2.0952,0.72263,0.0025234,8.49E-06,0.00030491,0.00018212
1.9538,1.8524,0.0018573,2.38E-05,0.00021361,0.00038825
4.0807,3.112,0.00012907,1.07E-05,0.00024748,0.006211
1.5871,4.9878,0.00010583,0.00011375,1.66E-05,0.00056895
4.0727,2.5867,0.00017079,8.90E-06,0.00046868,0.0023758
3.9454,4.9526,3.02E-05,1.18E-05,4.24E-05,0.005412
4.2613,1.1327,0.0002166,3.26E-06,0.014329,0.00045531
2.5282,1.99,0.00087329,1.94E-05,0.00034791,0.00061916
3.1783,3.4828,0.00019171,2.74E-05,0.00014387,0.0049715
4.7545,0.3232,0.00012948,6.51E-07,0.0011389,0.00020129
2.2198,3.7383,0.0002635,9.94E-05,7.48E-05,0.0014034
0.30009,2.102,0.0017971,3.41E-05,4.48E-05,0.00012663
4.3337,4.0566,5.44E-05,9.81E-06,9.56E-05,0.043812
3.1559,1.898,0.00050207,1.21E-05,0.00075707,0.00080501
1.7754,1.5953,0.0032634,2.02E-05,0.00019858,0.00029046
4.985,4.9303,0,4.73E-06,3.74E-05,0.0024504
1.1209,3.5909,0.00040265,0.00088079,4.10E-05,0.00044158
3.2623,2.0659,0.00042203,1.25E-05,0.00068532,0.00099692
3.025,0.49315,0.00066712,4.62E-06,0.00098113,0.00022132
1.9362,3.6728,0.00031152,0.000158,6.68E-05,0.00099951
0.71094,3.1865,0.00059346,0.00020998,3.85E-05,0.00028065
0.12567,0.36921,0.0026699,6.67E-06,4.30E-05,1.43E-05
2.1056,0.60254,0.0023,7.64E-06,0.00029939,0.00016569
0.9205,4.908,0.00012014,0.00019224,9.30E-06,0.00032796
3.6289,2.484,0.00025466,1.21E-05,0.00050129,0.0018997
1.8518,0.11207,0.0020144,5.30E-06,0.00019073,9.10E-05
4.2078,0.26916,0.00020809,1.45E-06,0.0021458,0.00020769
3.6711,0.70437,0.00036689,3.67E-06,0.006152,0.00030597
2.8551,4.4674,0.00010856,3.93E-05,5.45E-05,0.0030646
0.88428,2.3291,0.0018037,5.35E-05,6.86E-05,0.00023395
4.7869,2.8043,8.40E-05,5.25E-06,0.00028091,0.0021992
1.3266,2.4723,0.0013757,6.16E-05,9.23E-05,0.00035647
4.6229,0.33893,0.00014638,8.80E-07,0.0014272,0.00020998
1.1189,4.4882,0.00017663,0.00063663,1.95E-05,0.00043468
1.8678,1.4428,0.00334,1.71E-05,0.00022825,0.00027686
0.4375,1.3452,0.0073393,1.71E-05,6.02E-05,8.81E-05
3.2006,2.971,0.00026512,2.19E-05,0.00023574,0.0026707
0.90308,2.3794,0.001673,5.73E-05,6.83E-05,0.00024338
0.22526,1.8416,0.0023476,2.55E-05,4.51E-05,0.0001013
3.6159,3.2781,0.0001643,1.70E-05,0.00019914,0.0071229
1.7372,4.691,0.00013544,0.00014665,2.56E-05,0.00073363
3.3031,3.1021,0.00022742,2.12E-05,0.00021629,0.0035592
1.9193,1.4142,0.003129,1.63E-05,0.00024285,0.00027993
3.1367,1.0259,0.00064199,6.65E-06,0.0016805,0.00036435
0.10825,2.1957,0.0013445,3.41E-05,3.62E-05,0.00011081
4.5528,0.13625,0.00014866,6.66E-07,0.0011221,0.00017601
4.0028,4.3809,5.45E-05,1.29E-05,7.25E-05,0.034799
3.7292,3.0505,0.00017388,1.42E-05,0.00025903,0.0049592
4.0656,1.018,0.00025935,3.51E-06,0.27327,0.00041474
1.9165,2.5996,0.00085422,5.08E-05,0.0001363,0.00060961
3.0864,0.26912,0.00057681,3.65E-06,0.00084658,0.00018398
2.8775,4.3109,0.00012221,4.01E-05,6.29E-05,0.0035229
2.6503,2.2147,0.00066465,2.12E-05,0.00032747,0.00080334
1.3753,2.74,0.00095911,8.83E-05,8.33E-05,0.00042155
1.2431,2.8343,0.00088621,0.00010965,7.16E-05,0.00039347
2.2582,3.402,0.0003416,7.66E-05,9.85E-05,0.0013062
1.1386,1.8569,0.0043808,3.06E-05,0.00010147,0.00022051
4.0222,0.39114,0.00025199,2.04E-06,0.0034165,0.00023413
4.9305,2.2818,9.24E-05,3.68E-06,0.00044517,0.0011185
0.14996,0.23922,0.0023617,5.96E-06,4.29E-05,9.79E-06
2.6783,3.6913,0.00021973,5.10E-05,9.78E-05,0.002565
0.43539,0.19001,0.0032067,6.05E-06,5.52E-05,2.04E-05
4.0105,4.7712,3.57E-05,1.18E-05,5.05E-05,0.0083707
4.9457,3.7119,3.85E-05,5.52E-06,0.00011223,0.0049362
0.33473,4.6872,0.00013799,0.00016419,5.04E-06,0.00020647
4.697,2.5668,0.00010203,5.20E-06,0.00038238,0.0017688
0.090888,1.2045,0.0037678,1.36E-05,4.40E-05,5.30E-05
3.4192,1.2998,0.00046754,6.83E-06,0.0028467,0.0005027
3.9187,3.7949,9.40E-05,1.42E-05,0.0001244,0.10109
2.6707,4.9667,7.56E-05,3.72E-05,3.20E-05,0.0016242
4.4268,1.7835,0.00016957,4.43E-06,0.0015057,0.00083178
4.495,3.7643,5.96E-05,8.41E-06,0.0001218,0.016116
3.1297,0.55024,0.00060785,4.57E-06,0.0012451,0.00023988
0.68934,2.9852,0.00073461,0.000138,4.25E-05,0.00025966
1.089,2.153,0.0024355,4.30E-05,8.75E-05,0.00025116
0.91071,3.6536,0.0003797,0.0012592,3.33E-05,0.00036796
0.2091,1.3059,0.0044958,1.55E-05,4.89E-05,6.71E-05
0.53471,0.47404,0.006401,7.97E-06,6.42E-05,4.04E-05
3.0822,2.2548,0.00044658,1.60E-05,0.00046348,0.0010972
4.6983,3.2004,7.30E-05,6.39E-06,0.00019624,0.0040921
1.7723,0.66019,0.0045176,8.85E-06,0.0002116,0.00014387
2.0531,2.2641,0.0010835,3.30E-05,0.00018693,0.00054809
4.9217,3.261,5.63E-05,5.27E-06,0.00016925,0.00328
4.7279,4.135,3.30E-05,6.84E-06,8.27E-05,0.0090263
3.3832,1.5404,0.00046034,8.24E-06,0.0017614,0.00062277
4.9415,2.0118,0.00010005,3.15E-06,0.00059388,0.00085569
3.8342,4.4212,6.04E-05,1.49E-05,6.96E-05,0.023913
1.6835,3.5029,0.00039464,0.00021283,6.43E-05,0.00073895
3.3119,1.2094,0.00052715,6.85E-06,0.0023944,0.00045055
1.2208,3.7992,0.00032814,0.0017326,3.80E-05,0.00049714
1.4775,1.4546,0.0072696,1.93E-05,0.00015416,0.00021708
3.4009,1.3872,0.00046887,7.34E-06,0.0023607,0.00054235
2.6392,0.030539,0.00079281,3.68E-06,0.00039631,0.0001262
2.058,1.8736,0.0016034,2.31E-05,0.00023388,0.00042159
3.0132,2.1847,0.00049283,1.61E-05,0.00047019,0.00098371
3.7526,1.5215,0.00032716,6.33E-06,0.0036756,0.00066025
2.9177,1.4543,0.000762,1.03E-05,0.0008634,0.00048706
2.759,1.2126,0.00097659,9.44E-06,0.00076424,0.00037163
2.9179,4.6834,8.70E-05,3.37E-05,4.58E-05,0.0027945
2.5591,4.301,0.00014373,5.96E-05,5.60E-05,0.0021625
0.41296,1.9861,0.0023619,3.17E-05,5.15E-05,0.00013163
3.5979,2.3971,0.00027238,1.18E-05,0.00055702,0.0016766
4.9808,2.825,6.89E-05,4.40E-06,0.00024705,0.0018897
1.7727,2.4481,0.0011082,4.76E-05,0.0001333,0.00049798
4.8563,1.3491,0.00012395,2.16E-06,0.0014173,0.00048472
1.7322,4.9487,0.00010677,0.00010317,1.95E-05,0.00065869
4.4327,0.91838,0.00018594,2.32E-06,0.0065245,0.00036602
2.2735,4.3083,0.00016088,8.94E-05,4.88E-05,0.0014815
2.0671,0.16316,0.0016456,5.23E-06,0.00024041,0.00010904
1.0887,1.6598,0.0075334,2.50E-05,0.00010265,0.00018832
0.62827,3.7437,0.0003391,0.0007595,2.45E-05,0.00028766
1.5446,3.2218,0.00053867,0.00016771,7.07E-05,0.00059382
3.6305,0.84619,0.00038679,4.24E-06,0.0077319,0.00034607
3.9144,4.761,3.97E-05,1.29E-05,5.09E-05,0.0084666
3.4689,2.7164,0.00025453,1.54E-05,0.00035017,0.0023948
0.049011,1.2571,0.0033456,1.41E-05,4.21E-05,5.28E-05
4.2161,2.8929,0.00013088,8.91E-06,0.00031274,0.0037962
4.6117,4.5774,2.17E-05,7.24E-06,5.70E-05,0.0066052
3.8548,4.478,5.63E-05,1.45E-05,6.61E-05,0.019788
0.2133,2.4125,0.0011428,4.54E-05,3.68E-05,0.00013642
1.8909,2.2137,0.0013184,3.47E-05,0.00016755,0.00047165
3.5217,1.5588,0.00040159,7.61E-06,0.0021998,0.00065714
3.6476,0.27657,0.00034177,2.51E-06,0.0018695,0.0002065
1.1214,3.769,0.00033994,0.0023085,3.61E-05,0.00045192
1.3453,0.65974,0.013534,9.56E-06,0.00013872,0.00010812
3.3652,1.7796,0.00043402,9.75E-06,0.00116,0.00077958
2.3875,1.9794,0.0010157,2.10E-05,0.0003043,0.0005622
3.1186,4.4276,9.73E-05,2.99E-05,6.13E-05,0.004937
1.1822,0.1062,0.0039437,5.84E-06,0.00010418,5.28E-05
0.88562,4.2204,0.00022491,0.002552,2.06E-05,0.00036439
4.1482,1.4404,0.00023248,4.47E-06,0.0057738,0.00061564
3.8346,1.2517,0.00031658,4.97E-06,0.013417,0.00051321
4.6724,2.4419,0.00011001,5.04E-06,0.00044967,0.0015505
0.53944,3.6452,0.00036583,0.0004545,2.43E-05,0.00026276
0.91114,1.0131,0.41901,1.34E-05,9.48E-05,0.00010372
0.49548,1.0814,0.012832,1.36E-05,6.47E-05,7.50E-05
2.4488,4.8817,9.06E-05,4.95E-05,3.16E-05,0.0013692
0.96623,2.9662,0.00077655,0.0001484,5.37E-05,0.00032734
4.4795,1.522,0.0001708,3.58E-06,0.0023697,0.00063409
0.49545,4.8385,0.00012352,0.00015863,5.08E-06,0.0002304
0.22083,4.4798,0.000162,0.00018195,6.14E-06,0.00019284
2.7865,0.95013,0.00096161,7.60E-06,0.00082992,0.00030216
3.8625,0.0089966,0.00025957,1.50E-06,0.0012365,0.00016266
1.5597,3.5588,0.00038778,0.00030063,5.71E-05,0.00066324
0.89491,4.3386,0.00020225,0.0012752,1.85E-05,0.00036308
1.6948,0.59154,0.004897,8.48E-06,0.00019272,0.00012933
1.0507,0.19511,0.0051181,6.38E-06,9.54E-05,5.18E-05
2.5508,2.991,0.00040253,4.07E-05,0.00016085,0.0013886
4.5318,3.0216,9.40E-05,7.07E-06,0.00024963,0.0037658
3.1446,2.5822,0.00035106,1.87E-05,0.0003407,0.0016102
0.50767,0.037537,0.0026932,5.30E-06,5.65E-05,1.63E-05
1.9543,3.4447,0.00037763,0.00012374,7.96E-05,0.0009559
0.27308,4.7301,0.000131,0.00014083,3.79E-06,0.00019328
2.5064,4.3677,0.00013918,6.24E-05,5.17E-05,0.0019602
2.1586,0.56638,0.002061,7.27E-06,0.0003145,0.00016521
4.9878,1.7728,0.00010192,2.58E-06,0.00073195,0.00067127
4.058,1.2097,0.00025904,4.08E-06,0.026637,0.00049581
2.4283,2.8017,0.00050568,3.96E-05,0.00017216,0.0010737
4.4722,3.0636,9.67E-05,7.54E-06,0.00024331,0.0042809
0.68773,1.504,0.0091141,2.09E-05,7.40E-05,0.00012389
1.95,3.9907,0.0002359,0.00017687,5.30E-05,0.0010517
4.6368,3.9782,4.30E-05,7.46E-06,9.72E-05,0.012335
4.5875,3.9055,4.84E-05,7.79E-06,0.00010497,0.014084
3.5679,1.7555,0.00036362,8.36E-06,0.0015809,0.00080728
3.0917,0.27149,0.00057437,3.64E-06,0.00085509,0.00018464
1.7164,3.5435,0.00037636,0.00021163,6.39E-05,0.00077149
4.6801,4.9646,7.25E-06,6.22E-06,3.90E-05,0.0032991
0.62387,0.81238,0.018411,1.09E-05,7.24E-05,6.65E-05
3.6529,0.56783,0.0003652,3.30E-06,0.0039089,0.00026986
3.2324,4.5644,8.08E-05,2.56E-05,5.58E-05,0.0051391
4.1658,2.4083,0.00017153,7.62E-06,0.00059639,0.00182
1.9914,4.259,0.00018508,0.00014907,4.38E-05,0.0010764
3.7491,4.0496,8.79E-05,1.68E-05,9.71E-05,0.076708
4.1761,0.9338,0.00023445,2.99E-06,0.035274,0.00038199
1.6123,1.236,0.0075773,1.53E-05,0.00018267,0.00020357
2.7613,0.27094,0.00080514,4.36E-06,0.00055379,0.00016608
4.8956,3.0448,6.63E-05,5.11E-06,0.00020952,0.0026345
2.7465,3.8862,0.00018271,4.86E-05,8.58E-05,0.0030402
1.6521,2.5553,0.0010564,5.82E-05,0.00011413,0.00048118
3.0974,0.13875,0.00053935,3.20E-06,0.00073773,0.00016338
1.8032,4.9519,0.00010474,9.50E-05,2.04E-05,0.00070152
3.7825,2.5047,0.0002234,1.08E-05,0.00051275,0.0020551
2.0695,1.66,0.0019496,1.90E-05,0.00026162,0.0003654
2.4617,0.86942,0.0014727,8.32E-06,0.0004978,0.00024615
3.4737,3.1282,0.00019901,1.83E-05,0.00022375,0.0045127
4.8637,2.8757,7.52E-05,5.01E-06,0.00025094,0.0022327
1.6388,3.7549,0.00031763,0.00033626,5.23E-05,0.00074239
4.189,0.76759,0.00022971,2.55E-06,0.013475,0.00032808
3.6954,1.7839,0.0003215,7.78E-06,0.001725,0.0008538
4.7709,0.71975,0.00013509,1.25E-06,0.0018205,0.00028598
0.15961,4.253,0.00019447,0.00020417,8.11E-06,0.00018675
1.7843,1.6893,0.0028391,2.20E-05,0.00019397,0.00031137
3.3133,1.376,0.00051266,7.70E-06,0.0019669,0.00052402
1.4075,0.030055,0.0028749,5.33E-06,0.00012344,5.93E-05
1.1519,4.0096,0.00027176,0.0070717,3.08E-05,0.00046999
3.5556,2.487,0.00026931,1.28E-05,0.00048332,0.0018483
3.1229,2.6892,0.00033431,2.02E-05,0.00030058,0.0017829
2.953,4.3546,0.00011332,3.64E-05,6.22E-05,0.0039035
3.3022,3.6142,0.00016202,2.50E-05,0.00013291,0.0074877
0.23777,3.3404,0.00044691,0.00014752,2.26E-05,0.00018987
1.7439,0.89414,0.005888,1.09E-05,0.00021172,0.00017094
2.2567,2.7525,0.00059072,4.44E-05,0.0001583,0.00089141
1.2045,4.7994,0.00013231,0.00023271,1.49E-05,0.00043448
3.5752,2.9801,0.00020249,1.58E-05,0.00026996,0.0038752
4.2809,4.0429,5.78E-05,1.03E-05,9.74E-05,0.062315
